longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-121.84,39.68,38,549,105.0,275,94,3.5375,0,1,0,0,0,153100
-121.8,39.64,25,2202,422.0,1109,403,2.8306,0,1,0,0,0,87500
-121.74,39.59,24,1535,279.0,726,272,2.3833,0,1,0,0,0,95100
-121.9,39.59,20,1465,278.0,745,250,3.0625,0,1,0,0,0,93800
-121.75,39.88,16,2867,559.0,1203,449,2.7143,0,1,0,0,0,95300
-121.68,39.82,15,3996,748.0,1786,728,3.5189,0,1,0,0,0,141300
-121.54,40.06,17,858,262.0,47,27,2.4028,0,1,0,0,0,67500
-121.51,39.97,22,1468,285.0,611,235,2.3036,0,1,0,0,0,73000
-121.59,39.86,14,1527,269.0,665,261,2.8657,0,1,0,0,0,119600
-121.58,39.83,16,4591,904.0,1904,812,2.2419,0,1,0,0,0,93200
-121.6,39.8,10,1742,307.0,721,312,2.4537,0,1,0,0,0,117900
-121.62,39.79,11,3835,727.0,1456,658,2.5374,0,1,0,0,0,97200
-121.59,39.82,12,1958,369.0,875,354,2.3507,0,1,0,0,0,97600
-121.6,39.83,12,3744,699.0,1532,660,2.3079,0,1,0,0,0,95300
-121.63,39.82,11,3974,727.0,1610,634,2.6147,0,1,0,0,0,107700
-121.6,39.79,18,2672,533.0,1151,532,2.567,0,1,0,0,0,102900
-121.59,39.79,20,743,171.0,395,168,1.625,0,1,0,0,0,88300
-121.59,39.78,16,2754,570.0,1063,543,1.4048,0,1,0,0,0,86500
-121.59,39.78,18,945,205.0,385,207,2.1838,0,1,0,0,0,58000
-121.6,39.77,26,1503,343.0,699,296,1.875,0,1,0,0,0,84000
-121.61,39.77,25,1612,313.0,837,303,2.963,0,1,0,0,0,89500
-121.63,39.78,28,1677,327.0,770,309,2.6823,0,1,0,0,0,93400
-121.57,39.8,23,790,137.0,365,152,2.1912,0,1,0,0,0,115200
-121.57,39.78,18,2221,459.0,952,440,2.0458,0,1,0,0,0,105700
-121.59,39.77,24,1535,276.0,664,273,2.3068,0,1,0,0,0,97300
-121.58,39.79,19,2636,523.0,1184,465,2.7863,0,1,0,0,0,108600
-121.57,39.76,20,1384,257.0,557,232,2.0882,0,1,0,0,0,104900
-121.58,39.76,19,2487,485.0,1110,453,3.1061,0,1,0,0,0,110200
-121.58,39.76,18,1676,332.0,733,318,1.7875,0,1,0,0,0,103800
-121.59,39.75,20,908,206.0,481,211,2.2,0,1,0,0,0,80800
-121.6,39.77,23,2263,497.0,1138,455,2.3403,0,1,0,0,0,87300
-121.6,39.76,22,2447,556.0,1157,556,1.8245,0,1,0,0,0,85500
-121.61,39.76,31,2431,512.0,1026,427,2.5428,0,1,0,0,0,85000
-121.62,39.77,23,1759,366.0,788,359,1.8125,0,1,0,0,0,93500
-121.65,39.76,31,1599,318.0,794,303,3.0,0,1,0,0,0,96700
-121.63,39.76,22,2598,482.0,1151,490,2.8182,0,1,0,0,0,109700
-121.62,39.76,14,2063,559.0,934,529,1.7788,0,1,0,0,0,85800
-121.62,39.75,20,1173,261.0,523,258,1.0625,0,1,0,0,0,92800
-121.63,39.75,37,1296,296.0,569,257,1.8616,0,1,0,0,0,70500
-121.64,39.74,20,1808,334.0,763,335,2.3711,0,1,0,0,0,121800
-121.71,39.71,17,2748,556.0,1174,514,3.066,0,1,0,0,0,102600
-121.66,39.66,17,3502,655.0,1763,613,2.9625,0,1,0,0,0,101200
-121.56,39.69,8,2836,522.0,1163,512,3.13,0,1,0,0,0,168300
-121.57,39.74,17,1619,292.0,705,285,2.4623,0,1,0,0,0,126100
-121.59,39.74,17,1646,330.0,750,344,2.3798,0,1,0,0,0,83800
-121.6,39.75,19,2888,591.0,984,499,1.9766,0,1,0,0,0,92600
-121.6,39.68,15,1677,345.0,844,330,2.3958,0,1,0,0,0,111200
-121.5,39.83,15,1896,408.0,893,334,1.6948,0,1,0,0,0,87500
-121.41,39.72,17,1583,331.0,730,306,2.3895,0,1,0,0,0,87500
-121.39,39.61,22,2828,610.0,986,391,2.8871,0,1,0,0,0,94700
-121.24,39.65,35,632,148.0,221,102,2.3684,0,1,0,0,0,62500
-121.19,39.55,17,1483,284.0,481,211,1.4896,0,1,0,0,0,83300
-121.36,39.52,15,2490,527.0,1229,497,2.3917,0,1,0,0,0,85700
-121.56,39.52,9,818,197.0,358,197,1.7708,0,1,0,0,0,79500
-121.56,39.52,26,1957,429.0,945,397,1.7308,0,1,0,0,0,53600
-121.56,39.53,12,1733,421.0,1861,415,1.5771,0,1,0,0,0,65200
-121.54,39.6,15,886,204.0,576,205,2.1467,0,1,0,0,0,84100
-121.46,39.54,14,5549,1000.0,1822,919,2.9562,0,1,0,0,0,142300
-121.49,39.52,25,848,153.0,436,155,3.9028,0,1,0,0,0,93800
-121.44,39.5,26,1652,325.0,790,292,3.0446,0,1,0,0,0,90800
-121.47,39.49,17,1554,242.0,553,230,3.2174,0,1,0,0,0,91800
-121.47,39.51,19,3720,636.0,1304,607,2.6921,0,1,0,0,0,97500
-121.53,39.53,35,1806,293.0,683,295,4.5156,0,1,0,0,0,91200
-121.53,39.52,30,1030,161.0,448,159,2.4821,0,1,0,0,0,73800
-121.53,39.52,24,1028,185.0,471,186,2.9688,0,1,0,0,0,86400
-121.54,39.51,33,3585,757.0,1887,765,2.502,0,1,0,0,0,62100
-121.52,39.51,30,3085,610.0,1688,575,2.334,0,1,0,0,0,72200
-121.55,39.51,39,1551,353.0,684,310,2.0357,0,1,0,0,0,57600
-121.55,39.51,48,827,198.0,396,161,0.8024,0,1,0,0,0,58300
-121.55,39.51,50,1050,288.0,485,260,1.1607,0,1,0,0,0,51700
-121.56,39.51,47,1064,245.0,603,190,1.3654,0,1,0,0,0,57900
-121.56,39.51,46,1885,385.0,871,347,1.6352,0,1,0,0,0,53100
-121.57,39.5,31,2023,469.0,1073,436,1.5714,0,1,0,0,0,56100
-121.58,39.52,25,2409,490.0,1384,479,1.9956,0,1,0,0,0,58000
-121.58,39.51,24,1865,372.0,1087,385,1.6389,0,1,0,0,0,56700
-121.58,39.5,29,1947,383.0,925,337,2.1658,0,1,0,0,0,57600
-121.62,39.5,18,2105,416.0,974,385,1.6346,0,1,0,0,0,63300
-121.61,39.52,24,1610,324.0,909,323,1.8661,0,1,0,0,0,59800
-121.65,39.53,23,1387,325.0,640,289,1.4833,0,1,0,0,0,65200
-121.57,39.48,15,202,54.0,145,40,0.8252,0,1,0,0,0,42500
-121.55,39.5,26,3215,827.0,2041,737,1.0585,0,1,0,0,0,45100
-121.54,39.5,38,1438,310.0,779,275,1.3289,0,1,0,0,0,39400
-121.53,39.49,19,1537,329.0,617,274,1.5313,0,1,0,0,0,50300
-121.54,39.48,29,2896,596.0,1809,617,1.8047,0,1,0,0,0,53800
-121.54,39.47,14,1724,315.0,939,302,2.4952,0,1,0,0,0,53900
-121.55,39.48,41,461,107.0,284,90,2.2045,0,1,0,0,0,41800
-121.49,39.49,20,2505,468.0,1174,429,2.9965,0,1,0,0,0,88900
-121.52,39.5,33,1462,241.0,569,231,3.2833,0,1,0,0,0,82600
-121.52,39.49,30,1217,238.0,677,233,2.6563,0,1,0,0,0,63600
-121.52,39.48,21,2628,494.0,1364,468,2.0455,0,1,0,0,0,59400
-121.55,39.45,18,2278,523.0,1185,475,1.3611,0,1,0,0,0,60600
-121.53,39.44,26,1340,255.0,662,239,2.6071,0,1,0,0,0,57100
-121.55,39.44,31,1434,283.0,811,289,1.7727,0,1,0,0,0,49000
-121.52,39.43,15,2119,389.0,1079,374,2.3566,0,1,0,0,0,80400
-121.46,39.4,17,3659,735.0,1970,667,2.425,0,1,0,0,0,96200
-121.39,39.39,52,189,34.0,121,37,3.0208,0,1,0,0,0,60000
-121.54,39.33,27,720,150.0,359,138,2.5313,0,1,0,0,0,61300
-121.59,39.39,22,2515,482.0,1284,462,2.1776,0,1,0,0,0,73800
-121.67,39.37,27,2599,502.0,1241,502,1.9943,0,1,0,0,0,86300
-121.65,39.35,24,1003,251.0,1098,227,1.7552,0,1,0,0,0,86400
-121.67,39.34,22,1217,224.0,537,187,2.6607,0,1,0,0,0,84600
-121.65,39.32,40,812,154.0,374,142,2.7891,0,1,0,0,0,73500
-121.69,39.36,29,2220,471.0,1170,428,2.3224,0,1,0,0,0,56200
-121.7,39.37,32,1852,373.0,911,365,1.7885,0,1,0,0,0,57000
-121.7,39.36,46,1210,243.0,523,242,1.91,0,1,0,0,0,63900
-121.7,39.36,37,2330,495.0,1505,470,2.0474,0,1,0,0,0,56000
-121.69,39.36,34,842,186.0,635,165,1.8355,0,1,0,0,0,63000
-121.74,39.38,27,2596,435.0,1100,409,2.3243,0,1,0,0,0,85500
-121.8,39.33,30,1019,192.0,501,185,2.5259,0,1,0,0,0,81300
-121.71,39.42,21,1432,284.0,862,275,2.2813,0,1,0,0,0,57600
-121.71,39.41,22,1814,342.0,941,323,2.1728,0,1,0,0,0,59400
-121.75,39.4,29,1687,327.0,864,334,2.4943,0,1,0,0,0,81900
-121.79,39.48,39,1105,180.0,408,166,3.3929,0,1,0,0,0,82100
-120.46,38.15,16,4221,781.0,1516,697,2.3816,0,1,0,0,0,116000
-120.55,38.12,10,1566,325.0,785,291,2.5,0,1,0,0,0,116100
-120.56,38.09,34,2745,559.0,1150,491,2.3654,0,1,0,0,0,94900
-120.55,38.07,27,1199,224.0,463,199,2.9063,0,1,0,0,0,92200
-120.54,38.07,37,736,148.0,339,140,2.2875,0,1,0,0,0,79900
-120.67,37.97,9,7450,1475.0,2233,930,2.6528,0,1,0,0,0,133000
-120.46,38.09,16,3758,715.0,1777,615,3.0,0,1,0,0,0,122600
-120.79,38.24,19,1003,235.0,538,190,2.9821,0,1,0,0,0,90400
-120.9,38.2,16,3120,641.0,1319,526,2.0472,0,1,0,0,0,93200
-120.88,38.16,8,2029,387.0,1000,364,4.0109,0,1,0,0,0,125900
-120.91,38.11,9,3585,680.0,1800,598,3.636,0,1,0,0,0,133100
-120.76,38.12,7,7188,1288.0,3175,1115,3.8488,0,1,0,0,0,130600
-120.65,38.28,21,3095,681.0,1341,546,2.1382,0,1,0,0,0,104000
-120.72,38.24,32,2685,543.0,1061,492,2.5473,0,1,0,0,0,101600
-120.67,38.19,17,2967,611.0,1387,564,2.0417,0,1,0,0,0,92600
-120.57,38.2,13,4110,847.0,1796,706,2.6417,0,1,0,0,0,122300
-120.43,38.25,13,763,161.0,311,125,2.4583,0,1,0,0,0,112500
-120.56,38.39,20,1326,307.0,563,237,2.6667,0,1,0,0,0,86600
-120.54,38.41,21,1435,294.0,668,267,2.5667,0,1,0,0,0,77400
-120.42,38.42,18,2912,663.0,999,411,2.7344,0,1,0,0,0,91900
-120.41,38.33,17,1463,338.0,529,226,3.024,0,1,0,0,0,100900
-120.55,38.31,18,1411,312.0,592,230,1.625,0,1,0,0,0,94700
-120.57,38.35,17,1504,358.0,661,250,2.2604,0,1,0,0,0,84800
-120.36,38.21,10,4300,845.0,1480,609,2.8208,0,1,0,0,0,139900
-120.34,38.23,10,3757,722.0,546,223,3.75,0,1,0,0,0,121400
-120.33,38.26,13,2962,546.0,252,103,4.4063,0,1,0,0,0,155800
-120.34,38.25,17,5497,1056.0,997,408,2.9821,0,1,0,0,0,111500
-120.37,38.23,13,4401,829.0,924,383,2.6942,0,1,0,0,0,123500
-120.37,38.25,13,4495,856.0,1149,459,2.5352,0,1,0,0,0,113700
-120.27,38.29,10,3486,695.0,298,124,3.3542,0,1,0,0,0,103800
-120.27,38.31,13,3297,662.0,267,97,3.075,0,1,0,0,0,108300
-120.19,38.42,11,1568,369.0,82,33,3.125,0,1,0,0,0,77500
-121.91,39.03,48,1096,218.0,657,199,2.7841,0,1,0,0,0,65800
-122.0,38.99,39,1548,323.0,815,286,2.9489,0,1,0,0,0,67500
-122.13,39.0,23,3832,774.0,2435,747,2.2754,0,1,0,0,0,59200
-121.99,39.15,17,6440,1204.0,3266,1142,2.7137,0,1,0,0,0,72000
-122.04,39.22,27,1446,295.0,670,281,3.2625,0,1,0,0,0,92800
-122.08,39.25,52,224,38.0,120,45,3.017,0,1,0,0,0,112500
-122.33,39.1,10,266,62.0,154,49,2.25,0,1,0,0,0,75000
-122.2,39.15,33,1064,174.0,434,147,3.125,0,1,0,0,0,108000
-122.09,39.13,28,4169,895.0,2587,810,2.331,0,1,0,0,0,65500
-122.05,39.34,44,1064,230.0,494,175,2.875,0,1,0,0,0,61500
-122.17,39.31,35,2791,552.0,1395,476,2.5625,0,1,0,0,0,62700
-122.51,39.3,19,1629,386.0,551,214,1.7463,0,1,0,0,0,68800
-122.01,39.21,50,1592,372.0,781,307,2.2679,0,1,0,0,0,69100
-122.01,39.21,52,1989,392.0,985,396,2.5556,0,1,0,0,0,75800
-122.01,39.21,39,1214,250.0,660,249,2.4559,0,1,0,0,0,75000
-121.96,39.3,39,701,130.0,271,89,2.1845,0,1,0,0,0,112500
-121.65,38.03,28,3144,694.0,1095,482,3.4402,0,1,0,0,0,192400
-121.63,38.03,17,2549,596.0,1169,500,3.6694,0,1,0,0,0,209400
-121.63,38.04,25,2019,411.0,888,326,3.2619,0,1,0,0,0,183800
-121.73,38.0,3,9217,1522.0,3578,1272,5.0016,0,1,0,0,0,189100
-121.72,38.0,7,7957,1314.0,4460,1293,4.9618,0,1,0,0,0,156500
-121.72,37.98,5,7105,1143.0,3523,1088,5.0468,0,1,0,0,0,168800
-121.68,37.98,19,3388,599.0,1707,575,3.6411,0,1,0,0,0,162800
-121.7,37.98,9,3079,519.0,1562,512,5.1041,0,1,0,0,0,172900
-121.71,37.99,27,3861,718.0,2085,707,3.3558,0,1,0,0,0,129700
-121.67,37.99,22,1046,195.0,527,164,4.375,0,1,0,0,0,213500
-121.68,37.93,44,1014,225.0,704,238,1.6554,0,1,0,0,0,119400
-121.7,37.94,36,1710,320.0,861,300,2.8828,0,1,0,0,0,131100
-121.69,37.95,15,1850,441.0,1348,403,3.8125,0,1,0,0,0,125400
-121.7,37.96,33,2396,452.0,1391,465,3.2813,0,1,0,0,0,151400
-121.66,37.93,19,2055,358.0,1064,350,4.7426,0,1,0,0,0,263100
-121.7,37.91,17,1962,291.0,825,267,4.8958,0,1,0,0,0,187100
-121.7,37.93,19,2005,405.0,972,403,2.2216,0,1,0,0,0,156700
-121.74,37.95,5,4980,774.0,2399,763,5.7104,0,1,0,0,0,186300
-121.7,37.93,10,3258,612.0,1779,558,4.6587,0,1,0,0,0,152500
-121.6,37.91,13,2479,394.0,1075,350,5.1017,0,1,0,0,0,241400
-121.6,37.9,5,14684,2252.0,4276,1722,6.9051,0,1,0,0,0,340900
-121.61,37.86,30,1428,287.0,989,287,3.691,0,1,0,0,0,154400
-121.64,37.85,22,1999,415.0,967,320,4.4583,0,1,0,0,0,253900
-121.8,38.01,46,2273,495.0,1088,447,2.2532,0,1,0,0,0,109400
-121.81,38.01,47,1942,430.0,1074,393,2.2361,0,1,0,0,0,105100
-121.81,38.01,52,1124,245.0,528,226,2.2639,0,1,0,0,0,128500
-121.82,38.02,46,176,43.0,101,40,2.2361,0,1,0,0,0,93800
-121.82,38.01,42,1017,253.0,798,266,2.1719,0,1,0,0,0,99100
-121.82,38.01,50,1120,281.0,625,239,1.5988,0,1,0,0,0,96400
-121.82,38.01,25,3018,606.0,1614,568,3.4722,0,1,0,0,0,127000
-121.84,38.02,46,66,22.0,37,21,0.536,0,1,0,0,0,87500
-121.78,38.01,19,2688,469.0,1216,422,4.4491,0,1,0,0,0,133900
-121.79,38.01,17,4032,814.0,1749,618,3.1728,0,1,0,0,0,146800
-121.79,38.0,34,3090,593.0,1588,566,3.6118,0,1,0,0,0,124700
-121.8,38.01,44,3184,581.0,1399,548,2.7234,0,1,0,0,0,110200
-121.8,38.01,37,3058,567.0,1351,523,3.5179,0,1,0,0,0,130800
-121.78,38.0,8,2371,375.0,1094,396,5.3245,0,1,0,0,0,174500
-121.77,38.01,13,2983,534.0,1417,510,3.9861,0,1,0,0,0,168100
-121.81,37.99,18,2807,445.0,1315,437,4.8194,0,1,0,0,0,170400
-121.81,37.99,22,2331,359.0,1086,340,5.1435,0,1,0,0,0,150800
-121.82,37.98,13,3995,605.0,1969,607,5.0164,0,1,0,0,0,165200
-121.82,38.01,47,1265,254.0,587,247,2.6364,0,1,0,0,0,93500
-121.82,38.0,29,2070,452.0,985,420,2.8466,0,1,0,0,0,113400
-121.81,38.0,37,2724,579.0,1400,540,2.905,0,1,0,0,0,97300
-121.82,38.0,30,3268,567.0,1714,565,4.4583,0,1,0,0,0,131000
-121.85,38.0,26,3364,570.0,1806,566,4.2647,0,1,0,0,0,133400
-121.85,38.0,24,2269,584.0,1239,542,2.0411,0,1,0,0,0,100000
-121.83,38.0,15,6365,1646.0,3838,1458,2.5495,0,1,0,0,0,103600
-121.83,38.0,25,1710,288.0,799,259,4.8359,0,1,0,0,0,145300
-121.83,37.99,23,1150,174.0,572,174,4.9167,0,1,0,0,0,152400
-121.83,37.99,23,1970,296.0,935,279,4.4853,0,1,0,0,0,145900
-121.83,37.99,18,2741,449.0,1507,460,4.7566,0,1,0,0,0,142500
-121.83,38.0,8,2572,738.0,1384,684,1.7161,0,1,0,0,0,75800
-121.84,37.99,13,4545,952.0,2188,901,3.3625,0,1,0,0,0,126100
-121.84,37.99,15,2380,385.0,1292,388,4.6029,0,1,0,0,0,142600
-121.83,37.99,16,2919,462.0,1456,453,5.6779,0,1,0,0,0,164700
-121.79,38.0,36,1141,234.0,562,213,2.5893,0,1,0,0,0,108500
-121.79,37.99,10,4156,609.0,1878,586,5.6506,0,1,0,0,0,178600
-121.79,37.99,18,3646,534.0,1651,535,5.7321,0,1,0,0,0,164700
-121.8,38.0,34,2738,475.0,1316,459,3.5368,0,1,0,0,0,122500
-121.8,37.99,16,3077,465.0,1575,446,5.5,0,1,0,0,0,179500
-121.77,37.99,4,5623,780.0,2429,716,5.4409,0,1,0,0,0,205100
-121.88,38.03,10,2769,619.0,1045,469,4.1111,0,1,0,0,0,158600
-121.9,38.04,36,1489,331.0,838,259,1.2024,0,1,0,0,0,90200
-121.86,38.04,52,242,59.0,188,54,1.3958,0,1,0,0,0,67500
-121.87,38.02,52,2264,439.0,1403,476,2.7083,0,1,0,0,0,99400
-121.88,38.03,52,1225,250.0,725,231,2.0,0,1,0,0,0,101400
-121.9,38.03,51,2982,689.0,1831,608,2.0034,0,1,0,0,0,87700
-121.88,38.02,46,2112,466.0,1249,382,2.5737,0,1,0,0,0,87000
-121.89,38.02,36,2707,550.0,1827,545,3.3371,0,1,0,0,0,94600
-121.9,38.02,5,1560,369.0,1037,372,3.6154,0,1,0,0,0,181800
-121.87,38.02,31,3644,746.0,2229,678,3.1389,0,1,0,0,0,117800
-121.88,38.0,16,2605,440.0,1352,408,4.1947,0,1,0,0,0,140300
-121.88,38.01,9,5329,1284.0,2827,1202,2.7374,0,1,0,0,0,150000
-121.89,38.01,30,4114,743.0,1994,722,4.2227,0,1,0,0,0,134400
-121.88,38.0,22,721,117.0,367,129,5.3098,0,1,0,0,0,151900
-121.86,38.0,4,4075,927.0,2239,849,3.5857,0,1,0,0,0,165200
-121.86,38.0,16,3216,464.0,1504,453,5.25,0,1,0,0,0,161700
-121.89,37.99,4,2171,597.0,928,461,4.1016,0,1,0,0,0,170500
-121.88,37.99,16,3787,515.0,1606,507,5.5676,0,1,0,0,0,174200
-121.87,38.0,17,2713,442.0,1475,415,4.8542,0,1,0,0,0,144100
-121.87,37.99,15,2203,312.0,1051,311,4.9783,0,1,0,0,0,163900
-121.89,38.01,28,3639,751.0,2362,641,3.0042,0,1,0,0,0,103900
-121.9,38.02,12,1497,360.0,943,341,2.1417,0,1,0,0,0,122200
-121.9,38.01,16,2604,454.0,1696,481,4.6628,0,1,0,0,0,136000
-121.92,38.02,8,2750,479.0,1526,484,5.102,0,1,0,0,0,156500
-121.89,38.01,32,1000,188.0,663,212,4.0972,0,1,0,0,0,99200
-121.9,38.01,34,3779,766.0,2356,722,3.5129,0,1,0,0,0,110600
-121.9,38.0,14,1930,363.0,990,322,4.1094,0,1,0,0,0,162200
-121.9,38.0,14,2677,368.0,1288,375,6.0497,0,1,0,0,0,177500
-121.92,38.01,7,1632,248.0,879,262,6.1237,0,1,0,0,0,166000
-121.93,38.01,9,2294,389.0,1142,365,5.3363,0,1,0,0,0,160800
-121.93,38.02,13,1524,286.0,940,308,5.1337,0,1,0,0,0,154800
-121.94,38.03,27,1654,478.0,1141,420,1.4871,0,1,0,0,0,87100
-121.96,38.02,35,2691,542.0,1409,505,3.016,0,1,0,0,0,95300
-121.95,38.02,9,3360,833.0,2041,810,2.1013,0,1,0,0,0,100700
-121.94,38.02,29,5765,1170.0,3266,1131,2.7907,0,1,0,0,0,113900
-121.92,38.03,16,2176,464.0,1410,434,3.5436,0,1,0,0,0,100200
-121.92,38.02,16,1840,355.0,1288,338,4.2067,0,1,0,0,0,125000
-121.91,38.02,15,2966,558.0,1687,527,3.4817,0,1,0,0,0,129800
-121.97,38.04,38,2505,554.0,1595,498,2.5833,0,1,0,0,0,83500
-121.97,38.03,17,3685,685.0,1939,649,3.7043,0,1,0,0,0,139800
-121.98,38.05,31,2810,518.0,1640,503,3.3661,0,1,0,0,0,98500
-122.02,38.02,44,1465,247.0,817,237,4.8693,0,0,0,1,0,156900
-122.0,38.03,4,2341,408.0,1235,431,6.0424,0,1,0,0,0,165900
-122.14,38.02,44,1625,432.0,825,385,2.0523,0,0,0,1,0,133900
-122.14,38.03,42,118,34.0,54,30,2.5795,0,0,0,1,0,225000
-122.13,38.02,52,2378,508.0,940,451,2.9583,0,0,0,1,0,166000
-122.13,38.01,48,2123,494.0,859,474,1.8523,0,0,0,1,0,144800
-122.14,38.01,50,1760,341.0,741,316,4.5,0,0,0,1,0,178300
-122.13,38.01,51,1262,309.0,608,298,2.1974,0,0,0,1,0,139300
-122.13,38.0,33,2821,652.0,1206,640,2.5481,0,0,0,1,0,150800
-122.16,38.02,40,1800,290.0,761,277,5.1265,0,0,0,1,0,196100
-122.11,38.01,39,1313,306.0,575,231,3.1711,0,0,0,1,0,116100
-122.11,38.01,41,1345,272.0,718,283,3.3831,0,0,0,1,0,129400
-122.12,38.0,20,6992,1404.0,3221,1334,4.2042,0,0,0,1,0,166400
-122.12,38.01,50,1300,263.0,691,239,3.9519,0,0,0,1,0,126500
-122.12,38.01,50,1738,355.0,837,363,3.609,0,0,0,1,0,135700
-122.12,38.01,42,2225,367.0,864,381,4.1189,0,0,0,1,0,172400
-122.09,38.02,37,1742,339.0,1128,345,3.8824,0,0,0,1,0,113700
-122.1,38.02,28,4308,824.0,2086,776,3.6523,0,0,0,1,0,159700
-122.07,38.0,37,978,202.0,462,184,3.625,0,0,0,1,0,156300
-122.09,38.0,6,10191,1882.0,4377,1789,5.2015,0,0,0,1,0,204200
-122.11,38.0,9,3424,583.0,1460,543,5.76,0,0,0,1,0,212600
-122.08,37.99,19,4657,739.0,1914,732,5.0509,0,0,0,1,0,199900
-122.09,37.99,19,3073,506.0,1773,493,5.4496,0,0,0,1,0,205400
-122.11,37.99,16,3913,710.0,1782,676,5.1297,0,0,0,1,0,206700
-122.11,37.99,10,2864,514.0,1300,507,4.3875,0,0,0,1,0,287700
-122.08,37.97,9,2643,439.0,1105,467,6.6579,0,0,0,1,0,245200
-122.09,37.97,5,5303,779.0,2017,727,6.9961,0,0,0,1,0,294100
-122.11,37.98,11,4371,679.0,1790,660,6.135,0,0,0,1,0,297300
-122.09,37.98,14,5381,871.0,2296,872,5.6875,0,0,0,1,0,211000
-122.12,37.99,33,1660,277.0,741,261,4.675,0,0,0,1,0,225400
-122.1,37.97,18,4326,655.0,1753,646,5.6931,0,0,0,1,0,269600
-122.1,37.96,20,3796,650.0,1679,611,4.3571,0,0,0,1,0,228200
-122.1,37.96,25,1374,206.0,569,235,6.3699,0,0,0,1,0,235500
-122.07,37.99,28,3310,574.0,1811,597,4.5401,0,0,0,1,0,166900
-122.07,37.98,12,6915,1639.0,2940,1468,4.0154,0,0,0,1,0,186100
-122.07,37.97,20,1705,353.0,856,341,3.7262,0,0,0,1,0,211800
-122.07,37.96,34,1692,290.0,836,289,5.0172,0,0,0,1,0,197100
-122.06,37.96,37,1784,313.0,788,304,4.2917,0,0,0,1,0,189600
-122.08,37.96,21,9135,1534.0,3748,1502,6.0859,0,0,0,1,0,266000
-122.06,37.95,36,2213,386.0,950,370,4.7386,0,0,0,1,0,186400
-122.07,37.95,39,2199,388.0,1025,385,4.5893,0,0,0,1,0,190000
-122.08,37.95,24,3173,548.0,1351,536,5.0672,0,0,0,1,0,243000
-122.08,37.95,33,1043,157.0,425,148,4.8702,0,0,0,1,0,235600
-122.07,37.96,37,1217,199.0,552,194,5.0445,0,0,0,1,0,196200
-122.06,37.96,10,7136,1691.0,2959,1507,3.9816,0,0,0,1,0,182000
-122.05,37.95,34,1408,277.0,738,269,4.175,0,0,0,1,0,169400
-122.05,37.94,22,4162,1194.0,1804,1185,2.5459,0,0,0,1,0,179300
-122.06,37.94,19,4005,972.0,1896,893,2.5268,0,0,0,1,0,235700
-122.07,37.94,36,2639,488.0,1111,476,3.5057,0,0,0,1,0,205100
-122.07,37.94,30,1260,276.0,707,221,2.892,0,0,0,1,0,220800
-122.08,37.93,35,4043,689.0,1832,662,5.0761,0,0,0,1,0,233200
-122.08,37.94,44,2185,357.0,943,366,4.725,0,0,0,1,0,232100
-122.07,37.94,43,1454,234.0,683,258,4.475,0,0,0,1,0,265700
-122.09,37.95,32,1339,209.0,601,209,6.0265,0,0,0,1,0,247900
-122.09,37.94,29,6895,1022.0,2634,1022,6.1922,0,0,0,1,0,273200
-122.04,38.0,16,3077,733.0,1447,709,3.2484,0,0,0,1,0,91100
-122.04,37.99,32,1504,279.0,749,267,3.2,0,0,0,1,0,134500
-122.04,37.99,36,2765,495.0,1478,441,4.125,0,0,0,1,0,136200
-122.05,37.97,16,60,10.0,65,19,6.1359,0,0,0,1,0,250000
-122.06,37.99,16,2445,469.0,721,474,2.8043,0,0,0,1,0,87500
-122.06,37.99,17,1319,316.0,384,269,1.8229,0,0,0,1,0,137500
-122.05,38.0,36,2476,472.0,1213,393,3.7333,0,0,0,1,0,136400
-122.05,38.0,16,1085,217.0,356,232,2.3462,0,0,0,1,0,75000
-122.03,37.98,16,1209,477.0,627,482,1.3894,0,0,0,1,0,156300
-122.04,37.97,10,974,316.0,631,286,2.3152,0,0,0,1,0,140600
-122.03,38.0,25,3577,581.0,1753,593,5.7295,0,0,0,1,0,178300
-122.03,38.01,27,3228,562.0,1666,588,4.5707,0,0,0,1,0,175900
-122.04,37.99,38,2675,541.0,1378,480,3.8897,0,0,0,1,0,139900
-122.03,37.98,45,2842,567.0,1261,535,3.6042,0,0,0,1,0,138200
-122.02,38.0,28,2965,533.0,1591,472,4.6375,0,0,0,1,0,178200
-122.03,37.99,35,3103,537.0,1614,566,4.9022,0,0,0,1,0,169300
-122.02,37.99,37,2247,416.0,1237,397,4.45,0,0,0,1,0,161900
-122.03,37.99,37,1755,327.0,882,350,4.59,0,0,0,1,0,166600
-122.03,37.98,44,1254,252.0,498,217,3.4531,0,0,0,1,0,148900
-122.01,37.98,25,1476,336.0,777,297,3.5179,0,0,0,1,0,165500
-122.01,37.98,29,2001,373.0,956,370,4.317,0,0,0,1,0,194000
-122.0,37.98,32,1013,169.0,436,173,5.1118,0,1,0,0,0,226900
-122.0,37.97,27,2491,428.0,1171,431,5.1021,0,1,0,0,0,202800
-122.01,37.97,32,3012,527.0,1288,512,3.6449,0,0,0,1,0,211500
